url	file_path	timestamp	status
https://www.google.com/finance/quote/BITC:NYSEARCA	html/BITC_20251016_130832.html	2025-10-16 13:08:32	success
https://www.google.com/finance/quote/DEFI:NYSEARCA	html/DEFI_20251016_130834.html	2025-10-16 13:08:34	success
https://www.google.com/finance/quote/BITI:NYSEARCA	html/BITI_20251016_130836.html	2025-10-16 13:08:36	success
https://www.google.com/finance/quote/BRRR:NASDAQ	html/BRRR_20251016_130839.html	2025-10-16 13:08:39	success
https://www.google.com/finance/quote/BITS:NASDAQ	html/BITS_20251016_130842.html	2025-10-16 13:08:42	success
https://www.google.com/finance/quote/BITB:NYSEARCA	html/BITB_20251016_130845.html	2025-10-16 13:08:45	success
https://www.google.com/finance/quote/FBTC:BATS	html/FBTC_20251016_130847.html	2025-10-16 13:08:47	success
https://www.google.com/finance/quote/BITU:NYSEARCA	html/BITU_20251016_130849.html	2025-10-16 13:08:49	success
https://www.google.com/finance/quote/ARKB:BATS	html/ARKB_20251016_130852.html	2025-10-16 13:08:52	success
https://www.google.com/finance/quote/WGMI:NASDAQ	html/WGMI_20251016_130857.html	2025-10-16 13:08:57	success
https://www.google.com/finance/quote/EZBC:BATS	html/EZBC_20251016_130859.html	2025-10-16 13:08:59	success
https://www.google.com/finance/quote/BTCO:BATS	html/BTCO_20251016_130902.html	2025-10-16 13:09:02	success
https://www.google.com/finance/quote/HODL:BATS	html/HODL_20251016_130905.html	2025-10-16 13:09:05	success
https://www.google.com/finance/quote/BITO:NYSEARCA	html/BITO_20251016_130908.html	2025-10-16 13:09:08	success
https://www.google.com/finance/quote/BTC:NYSEARCA	html/BTC_20251016_130911.html	2025-10-16 13:09:11	success
https://www.google.com/finance/quote/BITX:BATS	html/BITX_20251016_130915.html	2025-10-16 13:09:15	success
https://www.google.com/finance/quote/IBLC:NYSEARCA	html/IBLC_20251016_130920.html	2025-10-16 13:09:20	success
https://www.google.com/finance/quote/FLYD:NYSEARCA	html/FLYD_20251016_130923.html	2025-10-16 13:09:23	success
https://www.google.com/finance/quote/EPOL:NYSEARCA	html/EPOL_20251016_130926.html	2025-10-16 13:09:26	success
https://www.google.com/finance/quote/FLYU:NYSEARCA	html/FLYU_20251016_130929.html	2025-10-16 13:09:29	success
https://www.google.com/finance/quote/SAMM:NYSEARCA	html/SAMM_20251016_130932.html	2025-10-16 13:09:32	success
https://www.google.com/finance/quote/KEMQ:NYSEARCA	html/KEMQ_20251016_130935.html	2025-10-16 13:09:35	success
https://www.google.com/finance/quote/LTL:NYSEARCA	html/LTL_20251016_130937.html	2025-10-16 13:09:37	success
https://www.google.com/finance/quote/LOUP:NYSEARCA	html/LOUP_20251016_130941.html	2025-10-16 13:09:41	success
https://www.google.com/finance/quote/BITQ:NYSEARCA	html/BITQ_20251016_130945.html	2025-10-16 13:09:45	success
https://www.google.com/finance/quote/DAPP:NASDAQ	html/DAPP_20251016_130947.html	2025-10-16 13:09:47	success
https://www.google.com/finance/quote/BKCH:NASDAQ	html/BKCH_20251016_130949.html	2025-10-16 13:09:49	success
https://www.google.com/finance/quote/FDIG:NASDAQ	html/FDIG_20251016_130952.html	2025-10-16 13:09:52	success
https://www.google.com/finance/quote/QQQA:NASDAQ	html/QQQA_20251016_130954.html	2025-10-16 13:09:54	success
https://www.google.com/finance/quote/LMBO:NYSEARCA	html/LMBO_20251016_130957.html	2025-10-16 13:09:57	success
https://www.google.com/finance/quote/FDNI:NASDAQ	html/FDNI_20251016_131000.html	2025-10-16 13:10:00	success
https://www.google.com/finance/quote/ARKW:BATS	html/ARKW_20251016_131002.html	2025-10-16 13:10:02	success
https://www.google.com/finance/quote/ARKF:BATS	html/ARKF_20251016_131006.html	2025-10-16 13:10:06	success
https://www.google.com/finance/quote/BNGE:NYSEARCA	html/BNGE_20251016_131008.html	2025-10-16 13:10:08	success
https://www.google.com/finance/quote/PEJ:NYSEARCA	html/PEJ_20251016_131010.html	2025-10-16 13:10:10	success
https://www.google.com/finance/quote/GAMR:NYSEARCA	html/GAMR_20251016_131014.html	2025-10-16 13:10:14	success
https://www.google.com/finance/quote/ESPO:NASDAQ	html/ESPO_20251016_131017.html	2025-10-16 13:10:17	success
https://www.google.com/finance/quote/OCFS:NYSEARCA	html/OCFS_20251016_131019.html	2025-10-16 13:10:19	success
https://www.google.com/finance/quote/VICE:NYSEARCA	html/VICE_20251016_131022.html	2025-10-16 13:10:22	success
https://www.google.com/finance/quote/HERO:NASDAQ	html/HERO_20251016_131024.html	2025-10-16 13:10:24	success
https://www.google.com/finance/quote/BETZ:NYSEARCA	html/BETZ_20251016_131026.html	2025-10-16 13:10:26	success
https://www.google.com/finance/quote/NERD:BATS	html/NERD_20251016_131029.html	2025-10-16 13:10:29	success
